Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-03-12 15:17:21,"Afternoon Workout",39min,"Lateral Raise (Machine)",2,60.0,8,0,0,,,
2023-03-12 15:17:21,"Afternoon Workout",39min,"Lateral Raise (Machine)",3,60.0,8,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Lat Pulldown (Machine)",1,120.0,10,0,0,"","",
2023-03-25 18:22:02,"Afternoon Workout",47min,"Lat Pulldown (Machine)",2,120.0,10,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Lat Pulldown (Machine)",3,120.0,10,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Hammer Curl (Dumbbell)",1,27.5,10,0,0,"",,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Hammer Curl (Dumbbell)",2,32.5,7,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Hammer Curl (Dumbbell)",3,32.5,5,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Chest Press (Machine)",1,110.0,12,0,0,"",,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Chest Press (Machine)",2,120.0,8,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Chest Press (Machine)",3,120.0,6,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Lateral Raise (Dumbbell)",1,20.0,12,0,0,"",,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Lateral Raise (Dumbbell)",2,20.0,12,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Lateral Raise (Dumbbell)",3,20.0,10,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Tricep Press",1,115.0,14,0,0,"",,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Tricep Press",2,130.0,14,0,0,,,
2023-03-25 18:22:02,"Afternoon Workout",47min,"Tricep Press",3,130.0,14,0,0,,,
2023-03-30 19:36:11,"Evening Workout",39min,"Leg Press",1,230.0,14,0,0,"","",
2023-03-30 19:36:11,"Evening Workout",39min,"Leg Press",2,250.0,10,0,0,,,
2023-03-30 19:36:11,"Evening Workout",39min,"Leg Press",3,250.0,8,0,0,,,
2023-03-30 19:36:11,"Evening Workout",39min,"Leg Extension (Machine)",1,90.0,14,0,0,"",,
2023-03-30 19:36:11,"Evening Workout",39min,"Leg Extension (Machine)",2,100.0,12,0,0,,,
2023-03-30 19:36:11,"Evening Workout",39min,"Leg Extension (Machine)",3,100.0,10,0,0,,,
2023-03-30 19:36:11,"Evening Workout",39min,"Hammer Curl (Dumbbell)",1,30.0,10,0,0,"",,
2023-03-30 19:36:11,"Evening Workout",39min,"Hammer Curl (Dumbbell)",2,30.0,10,0,0,,,
2023-03-30 19:36:11,"Evening Workout",39min,"Hammer Curl (Dumbbell)",3,30.0,8,0,0,,,
2023-03-30 19:36:11,"Evening Workout",39min,"Lat Pulldown (Machine)",1,110.0,12,0,0,"",,
2023-03-30 19:36:11,"Evening Workout",39min,"Lat Pulldown (Machine)",2,120.0,8,0,0,,,
2023-03-30 19:36:11,"Evening Workout",39min,"Lat Pulldown (Machine)",3,110.0,10,0,0,,,
2023-04-16 14:15:48,"Midday Workout",50min,"Seated Leg Press (Machine)",1,170.0,14,0,0,"","",
2023-04-16 14:15:48,"Midday Workout",50min,"Seated Leg Press (Machine)",2,200.0,14,0,0,,,
2023-04-16 14:15:48,"Midday Workout",50min,"Seated Leg Press (Machine)",3,200.0,12,0,0,,,
2023-04-16 14:15:48,"Midday Workout",50min,"Triceps Dip",1,0.0,14,0,0,"",,
2023-04-16 14:15:48,"Midday Workout",50min,"Triceps Dip",2,0.0,10,0,0,,,
2023-04-16 14:15:48,"Midday Workout",50min,"Triceps Dip",3,0.0,8,0,0,,,
2023-04-16 14:15:48,"Midday Workout",50min,"Chest Fly",1,100.0,13,0,0,"",,
2023-04-16 14:15:48,"Midday Workout",50min,"Chest Fly",2,115.0,8,0,0,,,
2023-04-16 14:15:48,"Midday Workout",50min,"Chest Fly",3,115.0,8,0,0,,,
2023-04-16 14:15:48,"Midday Workout",50min,"Seated Row (Cable)",1,120.0,14,0,0,"",,
2023-04-16 14:15:48,"Midday Workout",50min,"Seated Row (Cable)",2,120.0,10,0,0,,,
2023-04-16 14:15:48,"Midday Workout",50min,"Seated Row (Cable)",3,120.0,8,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Lat Pulldown (Machine)",1,110.0,14,0,0,"","",
2023-04-23 14:50:58,"Midday Workout",48min,"Lat Pulldown (Machine)",2,120.0,10,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Lat Pulldown (Machine)",3,120.0,6,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Chest Press (Machine)",1,110.0,10,0,0,"",,
2023-04-23 14:50:58,"Midday Workout",48min,"Chest Press (Machine)",2,110.0,6,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Chest Press (Machine)",3,110.0,8,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Seated Row (Cable)",1,110.0,14,0,0,"",,
2023-04-23 14:50:58,"Midday Workout",48min,"Seated Row (Cable)",2,120.0,12,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Seated Row (Cable)",3,100.0,12,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Seated Leg Press (Machine)",1,170.0,12,0,0,"",,
2023-04-23 14:50:58,"Midday Workout",48min,"Seated Leg Press (Machine)",2,190.0,12,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Seated Leg Press (Machine)",3,190.0,12,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Tricep Press",1,149.99999999999997,10,0,0,"",,
2023-04-23 14:50:58,"Midday Workout",48min,"Tricep Press",2,149.99999999999997,10,0,0,,,
2023-04-23 14:50:58,"Midday Workout",48min,"Tricep Press",3,160.0,14,0,0,,,
2023-04-30 14:52:09,"Midday Workout",38min,"Seated Row (Cable)",1,100.0,14,0,0,"","",
2023-04-30 14:52:09,"Midday Workout",38min,"Seated Row (Cable)",2,120.0,14,0,0,,,
2023-04-30 14:52:09,"Midday Workout",38min,"Seated Row (Cable)",3,140.0,6,0,0,,,
2023-04-30 14:52:09,"Midday Workout",38min,"Seated Leg Press (Machine)",1,180.0,14,0,0,"",,
2023-04-30 14:52:09,"Midday Workout",38min,"Seated Leg Press (Machine)",2,210.0,14,0,0,,,
2023-04-30 14:52:09,"Midday Workout",38min,"Seated Leg Press (Machine)",3,210.0,14,0,0,,,
2023-04-30 14:52:09,"Midday Workout",38min,"Bench Press (Barbell)",1,45.0,14,0,0,"",,
2023-04-30 14:52:09,"Midday Workout",38min,"Bench Press (Barbell)",2,115.0,10,0,0,,,
2023-04-30 14:52:09,"Midday Workout",38min,"Bench Press (Barbell)",3,125.0,3,0,0,,,
2023-04-30 14:52:09,"Midday Workout",38min,"Tricep Press",1,170.0,10,0,0,"",,
2023-04-30 14:52:09,"Midday Workout",38min,"Tricep Press",2,170.0,8,0,0,,,
2023-04-30 14:52:09,"Midday Workout",38min,"Tricep Press",3,170.0,7,0,0,,,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Seated Leg Press (Machine)",1,170.0,14,0,0,"","",
2023-05-07 17:21:28,"Afternoon Workout",25min,"Seated Leg Press (Machine)",2,180.0,14,0,0,,,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Seated Leg Press (Machine)",3,190.0,14,0,0,,,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Chest Fly",1,105.0,12,0,0,"",,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Chest Fly",2,120.0,8,0,0,,,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Chest Fly",3,130.0,4,0,0,,,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Seated Row (Machine)",1,110.0,12,0,0,"",,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Seated Row (Machine)",2,100.0,12,0,0,,,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Seated Row (Machine)",3,100.0,10,0,0,,,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Tricep Press",1,170.0,5,0,0,"",,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Tricep Press",2,155.0,10,0,0,,,
2023-05-07 17:21:28,"Afternoon Workout",25min,"Tricep Press",3,180.0,5,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Lat Pulldown (Machine)",1,110.0,14,0,0,"","",
2023-05-28 18:21:26,"Afternoon Workout",51min,"Lat Pulldown (Machine)",2,130.0,10,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Lat Pulldown (Machine)",3,140.0,8,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Seated Leg Press (Machine)",1,170.0,14,0,0,"",,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Seated Leg Press (Machine)",2,190.0,14,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Seated Leg Press (Machine)",3,200.0,14,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Tricep Press",1,170.0,14,0,0,"",,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Tricep Press",2,180.0,12,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Tricep Press",3,200.0,5,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Deadlift (Barbell)",1,135.0,10,0,0,"",,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Deadlift (Barbell)",2,205.0,5,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Deadlift (Barbell)",3,205.0,5,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Chest Fly",1,115.0,10,0,0,"",,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Chest Fly",2,115.0,10,0,0,,,
2023-05-28 18:21:26,"Afternoon Workout",51min,"Chest Fly",3,115.0,5,0,0,,,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Bench Press (Barbell)",1,45.0,14,0,0,"","",
2023-05-29 07:50:28,"Early Morning Workout",42min,"Bench Press (Barbell)",2,115.0,10,0,0,,,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Bench Press (Barbell)",3,125.0,6,0,0,,,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Bench Press (Barbell)",4,125.0,6,0,0,,,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,9,0,0,"",,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Triceps Pushdown (Cable - Straight Bar)",2,50.0,9,0,0,,,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Triceps Dip",1,0.0,8,0,0,"",,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Triceps Dip",2,0.0,8,0,0,,,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Triceps Dip",3,0.0,5,0,0,,,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Lateral Raise (Dumbbell)",1,20.0,14,0,0,"",,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Lateral Raise (Dumbbell)",2,25.0,10,0,0,,,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Lateral Raise (Dumbbell)",3,25.0,8,0,0,,,
2023-05-29 07:50:28,"Early Morning Workout",42min,"Sit Up",1,0.0,50,0,0,"",,
2023-05-30 08:09:34,"Pull Day #1",31min,"Seated Row (Cable)",1,100.0,14,0,0,"","",
2023-05-30 08:09:34,"Pull Day #1",31min,"Seated Row (Cable)",2,120.0,10,0,0,,,
2023-05-30 08:09:34,"Pull Day #1",31min,"Seated Row (Cable)",3,120.0,8,0,0,,,
2023-05-30 08:09:34,"Pull Day #1",31min,"Hammer Curl (Dumbbell)",1,27.5,8,0,0,"",,
2023-05-30 08:09:34,"Pull Day #1",31min,"Hammer Curl (Dumbbell)",2,27.5,6,0,0,,,
2023-05-30 08:09:34,"Pull Day #1",31min,"Chin Up (Assisted)",1,0.0,10,0,0,"",,
2023-05-30 08:09:34,"Pull Day #1",31min,"Chin Up (Assisted)",2,0.0,8,0,0,,,
2023-05-30 08:09:34,"Pull Day #1",31min,"Chin Up (Assisted)",3,0.0,7,0,0,,,
2023-05-30 08:09:34,"Pull Day #1",31min,"Lat Pulldown (Machine)",1,110.0,14,0,0,"",,
2023-05-30 08:09:34,"Pull Day #1",31min,"Lat Pulldown (Machine)",2,130.0,6,0,0,,,
2023-05-30 08:09:34,"Pull Day #1",31min,"Lat Pulldown (Machine)",3,120.0,10,0,0,,,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Seated Leg Curl (Machine)",1,90.0,14,0,0,"","",
2023-05-31 08:41:08,"Early Morning Workout",30min,"Seated Leg Curl (Machine)",2,110.0,10,0,0,,,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Seated Leg Curl (Machine)",3,110.0,8,0,0,,,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Hip Adductor (Machine)",1,250.0,14,0,0,"",,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Hip Adductor (Machine)",2,270.0,14,0,0,,,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Hip Adductor (Machine)",3,290.0,6,0,0,,,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Hip Abductor (Machine)",1,220.0,14,0,0,"",,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Hip Abductor (Machine)",2,240.0,14,0,0,,,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Seated Leg Press (Machine)",1,180.0,14,0,0,"",,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Seated Leg Press (Machine)",2,190.0,10,0,0,,,
2023-05-31 08:41:08,"Early Morning Workout",30min,"Seated Leg Press (Machine)",3,190.0,10,0,0,,,
2023-06-02 10:19:40,"Push #2",36min,"Lateral Raise (Dumbbell)",1,22.5,14,0,0,"","",
2023-06-02 10:19:40,"Push #2",36min,"Lateral Raise (Dumbbell)",2,17.5,14,0,0,,,
2023-06-02 10:19:40,"Push #2",36min,"Lateral Raise (Dumbbell)",3,20.0,10,0,0,,,
2023-06-02 10:19:40,"Push #2",36min,"Face Pull (Cable)",1,42.5,14,0,0,"",,
2023-06-02 10:19:40,"Push #2",36min,"Face Pull (Cable)",2,42.5,14,0,0,,,
2023-06-02 10:19:40,"Push #2",36min,"Face Pull (Cable)",3,42.5,14,0,0,,,
2023-06-02 10:19:40,"Push #2",36min,"Triceps Extension (Cable)",1,55.0,10,0,0,"",,
2023-06-02 10:19:40,"Push #2",36min,"Triceps Extension (Cable)",2,55.0,11,0,0,,,
2023-06-02 10:19:40,"Push #2",36min,"Triceps Extension (Cable)",3,55.0,10,0,0,,,
2023-06-02 10:19:40,"Push #2",36min,"Chest Press (Machine)",1,100.0,14,0,0,"",,
2023-06-02 10:19:40,"Push #2",36min,"Chest Press (Machine)",2,110.0,8,0,0,,,
2023-06-02 10:19:40,"Push #2",36min,"Chest Press (Machine)",3,105.0,6,0,0,,,
2023-06-23 11:11:48,"Morning Workout",44min,"Tricep Press",1,149.99999999999997,14,0,0,"","Am sick",
2023-06-23 11:11:48,"Morning Workout",44min,"Tricep Press",2,170.0,14,0,0,,,
2023-06-23 11:11:48,"Morning Workout",44min,"Tricep Press",3,190.0,5,0,0,,,
2023-06-23 11:11:48,"Morning Workout",44min,"Lat Pulldown (Cable)",1,100.0,14,0,0,"",,
2023-06-23 11:11:48,"Morning Workout",44min,"Lat Pulldown (Cable)",2,120.0,10,0,0,,,
2023-06-23 11:11:48,"Morning Workout",44min,"Lat Pulldown (Cable)",3,120.0,8,0,0,,,
2023-06-23 11:11:48,"Morning Workout",44min,"Bench Press (Barbell)",1,45.0,14,0,0,"",,
2023-06-23 11:11:48,"Morning Workout",44min,"Bench Press (Barbell)",2,115.0,6,0,0,,,
2023-06-23 11:11:48,"Morning Workout",44min,"Bench Press (Barbell)",3,115.0,6,0,0,,,
2023-06-23 11:11:48,"Morning Workout",44min,"Lateral Raise (Dumbbell)",1,20.0,14,0,0,"",,
2023-06-23 11:11:48,"Morning Workout",36min,"Tricep Press",1,149.99999999999997,14,0,0,"","Am sick",
2023-06-23 11:11:48,"Morning Workout",36min,"Tricep Press",2,170.0,14,0,0,,,
2023-06-23 11:11:48,"Morning Workout",36min,"Tricep Press",3,190.0,5,0,0,,,
2023-06-23 11:11:48,"Morning Workout",36min,"Lat Pulldown (Cable)",1,100.0,14,0,0,"",,
2023-06-23 11:11:48,"Morning Workout",36min,"Lat Pulldown (Cable)",2,120.0,10,0,0,,,
2023-06-23 11:11:48,"Morning Workout",36min,"Lat Pulldown (Cable)",3,120.0,8,0,0,,,
2023-06-23 11:11:48,"Morning Workout",36min,"Bench Press (Barbell)",1,45.0,14,0,0,"",,
2023-06-23 11:11:48,"Morning Workout",36min,"Bench Press (Barbell)",2,115.0,6,0,0,,,
2023-06-23 11:11:48,"Morning Workout",36min,"Bench Press (Barbell)",3,115.0,6,0,0,,,
2023-06-23 11:11:48,"Morning Workout",36min,"Lateral Raise (Dumbbell)",1,20.0,14,0,0,"",,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Hip Adductor (Machine)",1,250.0,14,0,0,"","",
2023-06-24 18:41:39,"Afternoon Workout",36min,"Hip Adductor (Machine)",2,270.0,10,0,0,,,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Hip Adductor (Machine)",3,270.0,8,0,0,,,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Seated Leg Curl (Machine)",1,90.0,14,0,0,"",,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Seated Leg Curl (Machine)",2,110.0,8,0,0,,,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Seated Leg Curl (Machine)",3,90.0,12,0,0,,,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Hip Abductor (Machine)",1,220.0,14,0,0,"",,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Hip Abductor (Machine)",2,240.0,14,0,0,,,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Hip Abductor (Machine)",3,240.0,14,0,0,,,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Leg Press",1,230.0,14,0,0,"",,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Leg Press",2,230.0,14,0,0,,,
2023-06-24 18:41:39,"Afternoon Workout",36min,"Leg Press",3,230.0,12,0,0,,,
2023-06-26 11:22:48,"Morning Workout",44min,"Bench Press (Barbell)",1,45.0,14,0,0,"","",
2023-06-26 11:22:48,"Morning Workout",44min,"Bench Press (Barbell)",2,115.0,10,0,0,,,
2023-06-26 11:22:48,"Morning Workout",44min,"Bench Press (Barbell)",3,135.0,2,0,0,,,
2023-06-26 11:22:48,"Morning Workout",44min,"Bench Press (Barbell)",4,115.0,7,0,0,,,
2023-06-26 11:22:48,"Morning Workout",44min,"Tricep Press",1,149.99999999999997,12,0,0,"",,
2023-06-26 11:22:48,"Morning Workout",44min,"Tricep Press",2,149.99999999999997,10,0,0,,,
2023-06-26 11:22:48,"Morning Workout",44min,"Tricep Press",3,149.99999999999997,11,0,0,,,
2023-06-26 11:22:48,"Morning Workout",44min,"Lateral Raise (Dumbbell)",1,20.0,14,0,0,"",,
2023-06-26 11:22:48,"Morning Workout",44min,"Lateral Raise (Dumbbell)",2,25.0,9,0,0,,,
2023-06-26 11:22:48,"Morning Workout",44min,"Lateral Raise (Dumbbell)",3,20.0,14,0,0,,,
2023-06-26 11:22:48,"Morning Workout",44min,"Triceps Pushdown (Cable - Straight Bar)",1,37.49999999999999,14,0,0,"",,
2023-06-26 11:22:48,"Morning Workout",44min,"Triceps Pushdown (Cable - Straight Bar)",2,42.5,10,0,0,,,
2023-06-26 11:22:48,"Morning Workout",44min,"Triceps Pushdown (Cable - Straight Bar)",3,42.5,10,0,0,,,
2023-06-27 11:24:20,"Pull Day #1",36min,"Lat Pulldown (Cable)",1,100.0,14,0,0,"","",
2023-06-27 11:24:20,"Pull Day #1",36min,"Lat Pulldown (Cable)",2,120.0,8,0,0,,,
2023-06-27 11:24:20,"Pull Day #1",36min,"Lat Pulldown (Cable)",3,120.0,6,0,0,,,
2023-06-27 11:24:20,"Pull Day #1",36min,"Seated Row (Cable)",1,85.0,14,0,0,"",,
2023-06-27 11:24:20,"Pull Day #1",36min,"Seated Row (Cable)",2,100.0,12,0,0,,,
2023-06-27 11:24:20,"Pull Day #1",36min,"Seated Row (Cable)",3,100.0,10,0,0,,,
2023-06-27 11:24:20,"Pull Day #1",36min,"Reverse Curl (Dumbbell)",1,20.0,12,0,0,"",,
2023-06-27 11:24:20,"Pull Day #1",36min,"Reverse Curl (Dumbbell)",2,20.0,10,0,0,,,
2023-06-27 11:24:20,"Pull Day #1",36min,"Reverse Curl (Dumbbell)",3,20.0,10,0,0,,,
2023-06-27 11:24:20,"Pull Day #1",36min,"Chin Up",1,0,10,0,0,"",,
2023-06-27 11:24:20,"Pull Day #1",36min,"Chin Up",2,0,6,0,0,,,
2023-06-27 11:24:20,"Pull Day #1",36min,"Chin Up",3,0,6,0,0,,,
2023-06-28 11:21:27,"Morning Workout",35min,"Hip Adductor (Machine)",1,170.0,14,0,0,"","Still sore from last leg day need body to get used to this routine before I can fully push myself",
2023-06-28 11:21:27,"Morning Workout",35min,"Hip Adductor (Machine)",2,190.0,14,0,0,,,
2023-06-28 11:21:27,"Morning Workout",35min,"Hip Adductor (Machine)",3,210.0,14,0,0,,,
2023-06-28 11:21:27,"Morning Workout",35min,"Hip Abductor (Machine)",1,220.0,14,0,0,"",,
2023-06-28 11:21:27,"Morning Workout",35min,"Hip Abductor (Machine)",2,240.0,14,0,0,,,
2023-06-28 11:21:27,"Morning Workout",35min,"Hip Abductor (Machine)",3,260.0,14,0,0,,,
2023-06-28 11:21:27,"Morning Workout",35min,"Leg Extension (Machine)",1,100.0,14,0,0,"",,
2023-06-28 11:21:27,"Morning Workout",35min,"Leg Extension (Machine)",2,100.0,12,0,0,,,
2023-06-28 11:21:27,"Morning Workout",35min,"Leg Extension (Machine)",3,100.0,14,0,0,,,
2023-06-28 11:21:27,"Morning Workout",35min,"Seated Leg Press (Machine)",1,200.0,14,0,0,"",,
2023-06-28 11:21:27,"Morning Workout",35min,"Seated Leg Press (Machine)",2,210.0,12,0,0,,,
2023-06-28 11:21:27,"Morning Workout",35min,"Seated Leg Press (Machine)",3,210.0,6,0,0,,,
2023-06-28 11:21:27,"Morning Workout",35min,"Sit Up",1,0.0,40,0,0,"",,
